Sr.No.	HEADWORD	GENDER	AMAR	ABCH	ACPH	ACSJ	ACVH
1195	वाशित	क्ली	525	4198	x	x	x
1195	रुत	क्ली	x	4198	x	x	x
1196	रेषण	क्ली	x	4199	x	x	x
1196	रेषा	स्त्री	x	4199	x	x	x
1197	बुक्कन	क्ली	x	4200	x	x	x
1197	भषण	क्ली	x	4200	x	x	x
1198	कणित	क्ली	x	4201	x	x	x
1199	गुन्दल	पुं	x	4204	x	x	x
1200	क्षीजन	क्ली	x	4205	x	x	x
1201	दर्दुर	पुं	x	4206	x	x	x
1202	प्रतिश्रुत्	स्त्री	526	4213	x	x	x
1202	प्रतिध्वान	पुं	526	x	x	x	x
1202	प्रतिध्वनि	पुं	x	4213	x	x	x
1203	गीत	क्ली	527	912	x	x	x
1203	गान	क्ली	527	912	x	x	x
1203	गेय	क्ली	x	912	x	x	x
1203	गीति	स्त्री	x	912	x	x	x
1203	गान्धर्व	क्ली	x	912	x	x	x
1204	निषाद	पुं	528	x	x	4176	x
1204	निषध	पुं	x	4176	x	x	x
1205	ऋषभ	पुं	529	4171	x	x	x
1206	गान्धार	पुं	530	4172	x	x	x
1207	षड्ज	पुं	531	4170	x	x	x
1208	मध्यम	पुं	532	4173	x	x	x
1209	धैवत	पुं	533	4175	x	x	x
1210	पञ्चम	पुं	534	4174	x	x	x
1211	स्वर	पुं	535	4177	x	x	x
1212	काकली	स्त्री	536	4210	x	x	x
1212	काकलि	स्त्री	x	x	x	x	4210
1213	कल	त्रि	537	x	x	x	x
1213	कल	पुं	x	4209	x	x	x
1213	मधुर	पुं	x	4209	x	x	x
1214	मन्द्र	त्रि	538	x	x	x	x
1214	मन्द्र	पुं	x	4178	x	x	x
1215	मध्य	पुं	x	4179	x	x	x
1216	मन्द्र	त्रि	538	x	x	x	x
1216	मन्द्र	पुं	x	4208	x	x	x
1216	गम्भीर	पुं	x	4208	x	x	x
1216	मद्र	पुं	x	x	x	4208	4208
1217	तार	त्रि	539	x	x	x	x
1217	तार	पुं	x	4180	x	x	x
1218	तार	त्रि	539	x	x	x	x
1218	तार	पुं	x	4207	x	x	x
1218	उच्चध्वनि	पुं	x	4207	x	x	x
1219	समन्वितलय	पुं	540	x	x	x	x
